Name,Period,phi31_V,[Fe/H]_V
942435847605554176,0.5683662,4.85992,-1.69
952222218351364096,0.5221393,4.61606,-1.69
976575065172026624,0.6172552,5.12117,-1.69
1853574882706896128,0.5851229,4.95211,-1.69
2105620292531236352,0.5046258,4.52159,-1.69
2718871189228949248,0.6190965,5.12776,-1.69
3075045401087186048,0.5370596,4.69406,-1.69
3735772419601872640,0.5455783,4.74078,-1.69
4431597116290673792,0.6471024,5.28172,-1.69
4490012554168335360,0.7653232,5.91388,-1.69
4817314007291679872,0.5709077,4.87595,-1.69
150700408030576384,0.6022393,5.04942,-1.68
300972620701970048,0.49363,4.47084,-1.68
608226781396784512,0.6504314,5.30199,-1.68
1295110730564679552,0.6301872,5.19442,-1.68
1388055265958821248,0.5301604,4.66018,-1.68
1452719090975843968,0.6315946,5.2024,-1.68
1461693854637651840,0.5871025,4.96557,-1.68
1506649174246461440,0.6006826,5.0408,-1.68
2882098736958632704,0.4576748,4.27366,-1.68
3682542862677629056,0.5363464,4.69235,-1.68
3712312857258999424,0.7542265,5.86033,-1.68
836280783082288640,0.6159925,5.13123,-1.67
1218720064281270016,0.5267459,4.65242,-1.67
1260480306176910976,0.6053184,5.07434,-1.67
1377824928737181568,0.6378516,5.24163,-1.67
1744844177832333312,0.6363004,5.23767,-1.67
2102554514813356160,0.5274018,4.65812,-1.67
2694973265344855424,0.702587,5.5934,-1.67
2705641143769036800,0.6025703,5.05514,-1.67
2880859694729671296,0.6101143,5.09881,-1.67
3614670765809324800,0.6138251,5.11424,-1.67
3693492005626229376,0.5429963,4.73899,-1.67
3718107322192194048,0.6065325,5.0761,-1.67
3806639036387771904,0.4877231,4.44081,-1.67
6322601191571653504,0.7789196,5.99661,-1.67
141197844426867072,0.5446713,4.75169,-1.66
591945999191164032,0.5227888,4.63564,-1.66
685105970145631744,0.6191642,5.14991,-1.66
876916293302926720,0.6159118,5.13251,-1.66
1189321116218730368,0.6008832,5.05692,-1.66
1190757142828120320,0.5726843,4.9019,-1.66
1244104867187784320,0.5790767,4.9388,-1.66
1550566383080668928,0.5179383,4.61089,-1.66
1595454357599460096,0.6768795,5.45817,-1.66
2135957059589935360,0.498802,4.5095,-1.66
2815905907878788864,0.6551152,5.34122,-1.66
3070747311354499712,0.64355,5.28236,-1.66
3668427091882038272,0.6338667,5.22826,-1.66
3966562414236992000,0.5369649,4.71648,-1.66
4318559280826497536,0.5791741,4.93947,-1.66
4555002212591497728,0.5752941,4.91597,-1.66
4558801506294288384,0.6286806,5.20437,-1.66
4561274960781386112,0.6279425,5.19936,-1.66
4565641151516533632,0.4782724,4.40196,-1.66
322765662719561088,0.5506287,4.79391,-1.65
691590069388547840,0.592484,5.01602,-1.65
1023441679586076160,0.5483153,4.77796,-1.65
1226934275132808448,0.5793042,4.94531,-1.65
1321815050504833792,0.6176343,5.15309,-1.65
1326173514597193728,0.6137397,5.13308,-1.65
1330934193786952320,0.5020696,4.5352,-1.65
1347864542550767616,0.5988232,5.04841,-1.65
1497169940906156032,0.6159465,5.1447,-1.65
1556299889541731712,0.6524412,5.33992,-1.65
1571441504685677568,0.6516959,5.33508,-1.65
1607915157237788544,0.5825642,4.96378,-1.65
1942974317734983936,0.5257173,4.66084,-1.65
2681969375682189824,0.5662164,4.87357,-1.65
2973954279102006656,0.6561496,5.35452,-1.65
3151392984555946624,0.5977658,5.04536,-1.65
4428500822825762304,0.5644115,4.86807,-1.65
633875879411678336,0.6470674,5.31364,-1.64
748247383875733760,0.5738492,4.92667,-1.64
792670406711985024,0.5448464,4.76787,-1.64
929331485771814400,0.5468212,4.77847,-1.64
1209051543141041920,0.5904571,5.01518,-1.64
1290710175792391296,0.5560013,4.83065,-1.64
1343435297397825408,0.5960887,5.04531,-1.64
1346738195967640448,0.6212281,5.18053,-1.64
1487733279281294208,0.6078779,5.10262,-1.64
1769533539634579712,0.4624208,4.33146,-1.64
1787326455271143936,0.5290907,4.68687,-1.64
3602791947125146112,0.521184,4.64457,-1.64
3677686044939929728,0.5257616,4.66693,-1.64
4562102102762466176,0.627336,5.2119,-1.64
4603041353070494208,0.6115229,5.12503,-1.64
583387263241743744,0.552605,4.82086,-1.63
619945440749578112,0.6263155,5.21233,-1.63
657925978283612416,0.6214332,5.18811,-1.63
670266862434827776,0.5011424,4.54562,-1.63
821670781809971200,0.5995375,5.06656,-1.63
833085945888534912,0.6010092,5.07538,-1.63
1314699251768025216,0.474099,4.39812,-1.63
1576302170714121088,0.5310272,4.70434,-1.63
1888524234183816448,0.538679,4.74385,-1.63
2606204434594020736,0.5639225,4.87801,-1.63
2850637345600831872,0.5303138,4.70137,-1.63
3249651837603856000,0.5985465,5.06033,-1.63
3642355261710016384,0.6153494,5.1558,-1.63
3712348526962628608,0.6219267,5.18828,-1.63
3866559495228533120,0.6160867,5.15431,-1.63
3951254021218424704,0.6460091,5.31734,-1.63
4412819244396082560,0.55661,4.836,-1.63
4418080922928046208,0.5907888,5.01922,-1.63
4492688078275646976,0.5703201,4.91242,-1.63
4709830423483623808,0.6422579,5.29776,-1.63
77849374617106176,0.5576015,4.85223,-1.62
334908944015248896,0.6022147,5.09317,-1.62
655680775540592896,0.5563044,4.84707,-1.62
697247743908599680,0.5532259,4.82661,-1.62
869510532735103488,0.5808197,4.97842,-1.62
896914447011316096,0.5792875,4.96509,-1.62
1015847146615237632,0.5485433,4.80166,-1.62
1200618220237788672,0.5669019,4.89843,-1.62
1289019642305361536,0.605717,5.10716,-1.62
1298126278643050624,0.602293,5.09175,-1.62
1595827813595793792,0.6596214,5.39423,-1.62
2150632997196029824,0.6026967,5.09359,-1.62
2683995092712700928,0.6131534,5.14594,-1.62
2877838339855596928,0.533916,4.72405,-1.62
3847597940466527872,0.5435665,4.77798,-1.62
3858555535909971456,0.5455045,4.78531,-1.62
4381916194489268864,0.7409011,5.83055,-1.62
4459079134549605504,0.5382757,4.74501,-1.62
4574082690695797248,0.5759317,4.95075,-1.62
322697767876513408,0.5587705,4.86217,-1.61
457418041417162752,0.5713556,4.93418,-1.61
623974261807842176,0.5361135,4.74259,-1.61
644849280334780928,0.6079533,5.12433,-1.61
725340369076105856,0.5550101,4.84201,-1.61
736086995725788800,0.5661369,4.90481,-1.61
849303914197204352,0.5226603,4.67302,-1.61
1055469800468328064,0.5485221,4.81244,-1.61
1154484945718096000,0.6626902,5.42251,-1.61
1216204793995295104,0.5744189,4.95066,-1.61
1251480425546448512,0.5412447,4.77345,-1.61
2132598841839919232,0.5642722,4.89071,-1.61
2686337774034805760,0.6302782,5.24314,-1.61
2846656533688867584,0.5896535,5.03241,-1.61
3694931747383350272,0.5922488,5.04462,-1.61
3941213109235068928,0.6422683,5.30929,-1.61
6338809573512375552,0.5405094,4.76539,-1.61
798822827106143232,0.526146,4.69691,-1.6
1205715968460498304,0.5360673,4.74709,-1.6
1240619037370564352,0.5121468,4.61952,-1.6
1377454393318861824,0.5246466,4.68643,-1.6
3687524818582502528,0.6238498,5.22019,-1.6
3734384286172058624,0.5233527,4.68467,-1.6
3775106520372023296,0.5514899,4.83183,-1.6
3790423743844145792,0.6145425,5.1716,-1.6
3864713552644487040,0.6245131,5.22129,-1.6
3933946162008640512,0.5361971,4.75165,-1.6
4440334213644790272,0.5502256,4.82873,-1.6
4489947305025925888,0.4909593,4.5128,-1.6
5026371849661393664,0.5307849,4.72127,-1.6
82164274856435072,0.6387337,5.30521,-1.59
120217032264781824,0.5388858,4.77504,-1.59
291583512954874752,0.5110424,4.62701,-1.59
389273952854576896,0.5672685,4.9247,-1.59
591289148368251904,0.591496,5.05393,-1.59
609962257422780288,0.5246408,4.69385,-1.59
702851267480897024,0.5501399,4.83117,-1.59
758436493705636608,0.5766229,4.97662,-1.59
785965756604829312,0.5346648,4.752,-1.59
1030354377910053760,0.8345194,6.34989,-1.59
1198085254685725824,0.5971079,5.08606,-1.59
1271940412795643264,0.5906346,5.04553,-1.59
1573148805725281920,0.5574647,4.87285,-1.59
1742447895318231168,0.7554347,5.9254,-1.59
3717235542614816768,0.4670947,4.3878,-1.59
3718101000000329472,0.6039136,5.12273,-1.59
3836422607360889216,0.6052662,5.12682,-1.59
3890569736803245184,0.5946405,5.06741,-1.59
4000955898163772416,0.5441217,4.80144,-1.59
4011171937437930240,0.5330203,4.73889,-1.59
4571984169675126400,0.5257633,4.70071,-1.59
5489803493827620352,0.5549309,4.85789,-1.59
253596451374628736,0.6101217,5.16052,-1.58
330037351589023360,0.5319548,4.74064,-1.58
589531441592231680,0.4670319,4.39256,-1.58
784629025343470720,0.5909124,5.05683,-1.58
916155350741746176,0.5409296,4.79232,-1.58
1228306981040269312,0.538474,4.77709,-1.58
1232323359577658624,0.5527587,4.85148,-1.58
1343733952243573888,0.5567585,4.87849,-1.58
2536241964258088320,0.5890048,5.04835,-1.58
3685591086866863488,0.5264369,4.71623,-1.58
3699777123328421888,0.5841966,5.02502,-1.58
3862529961206961408,0.592363,5.06691,-1.58
3976653457079190144,0.6296075,5.26153,-1.58
4019852517315261312,0.6112213,5.16455,-1.58
4391435392502295296,0.6369036,5.29997,-1.58
6327036861995922560,0.6439386,5.34344,-1.58
6338540742919434240,0.5169106,4.66309,-1.58
6380659528686603008,0.5500725,4.83809,-1.58
1163903534120157952,0.5479531,4.83459,-1.57
1312081074064627072,0.51745,4.67185,-1.57
1454798782864780288,0.5148019,4.6596,-1.57
1532475396711803008,0.5874261,5.0479,-1.57
2449745274287259392,0.6258089,5.25204,-1.57
2848640705500223616,0.5325152,4.75216,-1.57
3134637148905625856,0.5223995,4.69756,-1.57
3462535705561799552,0.6745573,5.51028,-1.57
3733027076506137856,0.5131912,4.64758,-1.57
3798971798210287104,0.5344973,4.7645,-1.57
4440118503209713920,0.5894185,5.05341,-1.57
4860671839583430912,0.6053514,5.13813,-1.57
31958581067424512,0.5699079,4.96075,-1.56
652203466938848896,0.5100248,4.64143,-1.56
796655586610079616,0.5059102,4.62052,-1.56
1031409805993089664,0.6349691,5.30564,-1.56
1298120815444556032,0.5502598,4.85376,-1.56
1355794701446514944,0.6535343,5.40265,-1.56
1451127925851850368,0.5485827,4.84359,-1.56
1454796927433681152,0.5012708,4.5948,-1.56
1465348665648362240,0.5364841,4.78025,-1.56
1730872683578084608,0.4952697,4.55776,-1.56
3094783941205567488,0.5856454,5.0457,-1.56
3742251910343547392,0.5324927,4.75977,-1.56
3797093488752974080,0.7084212,5.69629,-1.56
3812655151698493568,0.6325192,5.29617,-1.56
3840230044329272064,0.5512683,4.85651,-1.56
3842049907872109696,0.4740948,4.44983,-1.56
4454989329251784064,0.4656231,4.39971,-1.56
4487364105534330112,0.6033582,5.13933,-1.56
633961568304132352,0.5193968,4.69973,-1.55
736235906536580096,0.6390386,5.3352,-1.55
770105507532272000,0.5267328,4.7346,-1.55
1385927126843579520,0.4747657,4.45582,-1.55
1465258849292335360,0.5424158,4.81626,-1.55
1466570875902545792,0.5932236,5.08842,-1.55
1468411836325476736,0.6435716,5.35848,-1.55
1497236186481686016,0.4785097,4.47944,-1.55
1766582416066005504,0.5663566,4.948,-1.55
2565582913081431296,0.5478203,4.84684,-1.55
2707719495623353216,0.6464998,5.37866,-1.55
2721452013601794304,0.4850892,4.51253,-1.55
3658612537559412224,0.5754893,4.99708,-1.55
3848641888102314368,0.5727888,4.97855,-1.55
3901893817511119360,0.5456219,4.83371,-1.55
3996201472445819392,0.5047914,4.62097,-1.55
4410452889214567808,0.5197024,4.69513,-1.55
4543335569579657216,0.5916303,5.08414,-1.55
6162709690968204288,0.548038,4.84992,-1.55
615713871466329728,0.5136995,4.67536,-1.54
670801774841145600,0.6253022,5.27031,-1.54
817359012601321472,0.5855903,5.0561,-1.54
872641215999936768,0.6365906,5.33084,-1.54
929863859854122112,0.4921736,4.55591,-1.54
1086643566456030848,0.5585204,4.91501,-1.54
1316250044199813120,0.5334294,4.77629,-1.54
1382594678898590336,0.5125103,4.66417,-1.54
1514076203492909952,0.5323532,4.77173,-1.54
2695376064556832384,0.5869634,5.06147,-1.54
2843633598268125952,0.5433243,4.82839,-1.54
2862470087876282368,0.5444955,4.83906,-1.54
3268882364692574720,0.6222287,5.25267,-1.54
3699778119760745472,0.5870791,5.0675,-1.54
3717352885416905984,0.5645283,4.9439,-1.54
3853699267927898368,0.5508666,4.86956,-1.54
3900489706803042432,0.6129608,5.20271,-1.54
3910514469709362816,0.6424031,5.3572,-1.54
3932541638983377920,0.5715498,4.98407,-1.54
3962690419615745024,0.5408324,4.82162,-1.54
4565391188716600576,0.5119764,4.66283,-1.54
635766627094916096,0.6415611,5.36357,-1.53
652841252402785920,0.6164452,5.23187,-1.53
653078712555619200,0.5891256,5.08198,-1.53
725722724244414848,0.6746992,5.53751,-1.53
768542547458000896,0.5964682,5.11899,-1.53
851103986530614016,0.5417431,4.83076,-1.53
854524292326676352,0.474812,4.47105,-1.53
856816808430505856,0.6273073,5.28665,-1.53
894546927895351680,0.5779763,5.02169,-1.53
1025222441746548864,0.5285319,4.76157,-1.53
1030821945229890048,0.5701958,4.98536,-1.53
1279159050227582208,0.4667258,4.4306,-1.53
1329631341227811072,0.5730003,4.9973,-1.53
1423388072117389184,0.4676198,4.43292,-1.53
1521905722715489280,0.5559538,4.90444,-1.53
1536144054697633024,0.6290242,5.29622,-1.53
1730985830196212096,0.5954322,5.11413,-1.53
2533296888003223168,0.5843902,5.05896,-1.53
3731723090075245696,0.6569212,5.44517,-1.53
3740331849508171520,0.5218145,4.7217,-1.53
3857537731740065280,0.5403555,4.82451,-1.53
3876338555941429376,0.5150736,4.69013,-1.53
3890653299686827520,0.6041205,5.16017,-1.53
4190682024019587456,0.5465054,4.85336,-1.53
4545066299664306176,0.5510238,4.87616,-1.53
4560888138847097472,0.5599463,4.92571,-1.53
938605801929998720,0.6338914,5.32724,-1.52
1027690020716892800,0.6629948,5.48577,-1.52
1223442020045706624,0.5499432,4.87928,-1.52
1241682849230229504,0.6450871,5.38914,-1.52
1244170150690612864,0.5151503,4.69421,-1.52
1288844991755696000,0.5109668,4.6742,-1.52
1378771058493720320,0.5325679,4.78826,-1.52
1610354355063703936,0.5298812,4.77706,-1.52
2731126036594860160,0.6252746,5.28554,-1.52
3915711723734765056,0.5723942,4.99762,-1.52
4228322602001743232,0.585159,5.06735,-1.52
4229920123678447232,0.5780215,5.02945,-1.52
4455195212805698048,0.4948728,4.58482,-1.52
99944339950229504,0.5666841,4.97837,-1.51
872412624956764160,0.5293533,4.77935,-1.51
1020363940381749120,0.5592208,4.93699,-1.51
1424482154906384640,0.602284,5.16832,-1.51
1432486084160819712,0.5719754,5.00542,-1.51
1518851996671918208,0.558619,4.93392,-1.51
1553094503909121664,0.5317219,4.79338,-1.51
1564124735838991744,0.5769049,5.03051,-1.51
1573751750413676928,0.6242535,5.28114,-1.51
1797795627033506560,0.5380183,4.82648,-1.51
2117685409716521856,0.5044398,4.64778,-1.51
2817251778831550208,0.6019851,5.16452,-1.51
2848083321824721024,0.5906452,5.10393,-1.51
3210621167684350464,0.587388,5.08889,-1.51
3853395321682352896,0.7761718,6.09499,-1.51
324331401636539392,0.6367668,5.36179,-1.5
640877363299078656,0.6074613,5.19981,-1.5
695655337537044864,0.5472067,4.8803,-1.5
842272228100898176,0.6106501,5.21949,-1.5
844866903743018496,0.5894372,5.10298,-1.5
876137839070904448,0.6112073,5.22258,-1.5
952231465416185728,0.6163494,5.24974,-1.5
1278757247447769728,0.6373107,5.35911,-1.5
1381834504046491776,0.6089798,5.20966,-1.5
1474874280339861376,0.5393231,4.8388,-1.5
2511088745986990720,0.4997944,4.62372,-1.5
2740035546817737472,0.5790329,5.04737,-1.5
2752809711564656128,0.454765,4.38344,-1.5
3094697938780564224,0.5959466,5.14078,-1.5
3566306582197898368,0.5995325,5.15633,-1.5
3866638797504519936,0.5340845,4.80997,-1.5
3929178366057992832,0.5021367,4.64259,-1.5
4565070577998452096,0.4928494,4.58717,-1.5
4854226777298797952,0.5316528,4.79558,-1.5
33611765519194240,0.4862298,4.55968,-1.49
365923486973846400,0.5961834,5.15168,-1.49
597009220173264640,0.4871099,4.56503,-1.49
667538871006722432,0.5147228,4.71122,-1.49
780665762666043136,0.4998264,4.63318,-1.49
947237895920199936,0.5761448,5.04502,-1.49
968903218494455040,0.5281974,4.78783,-1.49
1010009564505579008,0.5172733,4.72756,-1.49
1158313617004508672,0.5870017,5.09698,-1.49
1294867566696230912,0.5640901,4.97852,-1.49
1307577027760741888,0.5623838,4.97165,-1.49
1387552376827783680,0.5563876,4.93642,-1.49
1454881314953875840,0.5133346,4.70416,-1.49
1563232344714269568,0.5053822,4.66108,-1.49
1579190896998225920,0.513243,4.70255,-1.49
3291223474601134592,0.7075592,5.7458,-1.49
3674468942636255232,0.7582843,6.01226,-1.49
3745282061310827264,0.5637579,4.97359,-1.49
3919388868575459712,0.6821433,5.60999,-1.49
3938269613528220672,0.5466897,4.88152,-1.49
4445885957088116608,0.7876034,6.16837,-1.49
40148533946799488,0.618229,5.27678,-1.48
586254622063844736,0.6028541,5.19344,-1.48
756022103610236928,0.573498,5.03181,-1.48
821807155611175936,0.5161333,4.72907,-1.48
932826322136581632,0.5329301,4.81795,-1.48
1211447997454774912,0.6086242,5.22209,-1.48
1223679342759114752,0.76901,6.07865,-1.48
1245126279130059136,0.5871348,5.11041,-1.48
1303492513862128640,0.736671,5.90835,-1.48
1543912168771411584,0.563651,4.98096,-1.48
1622631982935222272,0.563738,4.98096,-1.48
1771060555127569792,0.5962469,5.15512,-1.48
2073795929206140416,0.6206936,5.28415,-1.48
2687145910785280896,0.6164245,5.26707,-1.48
3230020091849962368,0.5390807,4.85096,-1.48
3644016078319629056,0.5580864,4.94906,-1.48
3711531658542490496,0.5077627,4.68354,-1.48
3846784366285962368,0.5566059,4.94606,-1.48
4449145837265847040,0.5859551,5.10326,-1.48
5398731873409720448,0.6910416,5.66321,-1.48
400855074469810560,0.5518859,4.92621,-1.47
843563432708710272,0.4862205,4.57688,-1.47
861269177687846784,0.5079697,4.68955,-1.47
874163872102130176,0.4674145,4.47512,-1.47
1011184182225504384,0.5493597,4.91633,-1.47
1420324970160999936,0.6407824,5.40216,-1.47
1467140079328486144,0.5957804,5.15919,-1.47
1516605801791003392,0.6663953,5.53675,-1.47
1787316761529491584,0.5440182,4.88183,-1.47
2732202424118745600,0.6089912,5.23417,-1.47
2976126948438805760,0.5699204,5.02489,-1.47
3082105850584370432,0.4697938,4.48809,-1.47
3825415980571248128,0.590177,5.12923,-1.47
4016842157557617408,0.5434223,4.88117,-1.47
4246716709981352704,0.5237927,4.773,-1.47
6106742075215419008,0.5920559,5.14285,-1.47
15891245851805568,0.5738989,5.04774,-1.46
603291108060958848,0.5634503,4.99745,-1.46
729805691955044352,0.6265623,5.33371,-1.46
772411595732822144,0.666866,5.54646,-1.46
1352936692768925184,0.6067322,5.22559,-1.46
1406194871355128064,0.612337,5.25422,-1.46
1538170179748902656,0.5225237,4.77962,-1.46
1543337472086128896,0.5625275,4.9927,-1.46
2730911593172003200,0.5164261,4.74328,-1.46
2802569587748136576,0.5250733,4.78903,-1.46
2804643232318513024,0.585738,5.11549,-1.46
2877686469812402432,0.5837982,5.104,-1.46
3072686300107080832,0.5086523,4.705,-1.46
3499611306368945536,0.4785394,4.53934,-1.46
3798892113681379840,0.4998094,4.65559,-1.46
3862169252673480192,0.56791,5.0184,-1.46
3864943938985725184,0.5885693,5.12878,-1.46
5773390391856998656,0.5872626,5.12103,-1.46
34113623857898880,0.6424172,5.42049,-1.45
667491145330414976,0.4971377,4.65013,-1.45
725396684687000960,0.5952427,5.17063,-1.45
776930210565393792,0.5887142,5.13508,-1.45
971714089906252288,0.5303081,4.82411,-1.45
1032302781233016960,0.6005324,5.2009,-1.45
1186178437107879040,0.5578715,4.97151,-1.45
1201630664288062592,0.5275263,4.81319,-1.45
1327485747365011328,0.5495927,4.92718,-1.45
1339570548385963264,0.5137725,4.73841,-1.45
1391438531957057152,0.5272636,4.80828,-1.45
1406199917940642944,0.4934958,4.62617,-1.45
1605550863640066304,0.5548204,4.95832,-1.45
2130324914355524992,0.5270222,4.80604,-1.45
2551464805823863680,0.5633011,4.99996,-1.45
2645480948442878464,0.4982934,4.65613,-1.45
2840862657166708864,0.5630923,4.99841,-1.45
3080583576737029504,0.5543793,4.95557,-1.45
3682246436922936576,0.5893827,5.13803,-1.45
3897568922883134208,0.5553195,4.96184,-1.45
3969581471303791872,0.5922429,5.15578,-1.45
4446298136512041728,0.7512688,6.00475,-1.45
4578222936094724736,0.5112008,4.7248,-1.45
4599397945195522816,0.5143281,4.73697,-1.45
93572910585285120,0.5697446,5.04563,-1.44
674288223133915648,0.5853095,5.12579,-1.44
767825154776452992,0.6005554,5.20677,-1.44
1257428955251308032,0.5534032,4.95279,-1.44
1262992827685723008,0.5734209,5.06258,-1.44
1317669994747654912,0.5324302,4.84516,-1.44
1405750599938094592,0.5496463,4.93662,-1.44
1454783149183752576,0.5236904,4.79944,-1.44
1481133009762718720,0.5135615,4.74146,-1.44
1533055492174591744,0.6172792,5.29754,-1.44
1554494044772634368,0.6248192,5.33621,-1.44
1632771644807986176,0.5323715,4.84035,-1.44
1798787283443871616,0.5529535,4.95349,-1.44
2686108525860425216,0.6010991,5.21367,-1.44
2729697530471979904,0.5231717,4.79457,-1.44
3069398073145364480,0.5623137,4.99969,-1.44
3632487217866030336,0.7232561,5.86188,-1.44
3656617855963479936,0.5268903,4.81515,-1.44
3719849910683430528,0.6111523,5.26354,-1.44
3883308772466617472,0.622455,5.32177,-1.44
3968410010383892864,0.625311,5.34129,-1.44
4406467881120015872,0.5609852,4.99611,-1.44
5721192383002003200,0.5171896,4.76359,-1.44
6331983049413006976,0.532741,4.8435,-1.44
136762586318515200,0.6219031,5.32908,-1.43
580978684237551104,0.5966778,5.19719,-1.43
620061340442394752,0.6754139,5.61587,-1.43
659321567778144640,0.5890857,5.15493,-1.43
667841752100734720,0.5262147,4.81462,-1.43
808560754916860800,0.5335389,4.85368,-1.43
885810826975675136,0.5477563,4.93483,-1.43
983036654490016512,0.8567814,6.58162,-1.43
1182003110420922240,0.5499779,4.94119,-1.43
1236969895716596096,0.593672,5.17474,-1.43
1258216858411759232,0.6621072,5.54639,-1.43
1428164866024436992,0.5838914,5.12743,-1.43
1454777892144186624,0.5245439,4.80702,-1.43
2414817603803476864,0.606063,5.24597,-1.43
3724504658799634816,0.5543787,4.9704,-1.43
3987851059590238080,0.4846608,4.59828,-1.43
4029123187043903232,0.623819,5.33994,-1.43
4249794449186174976,0.508901,4.72614,-1.43
313660125892768768,0.6704793,5.59257,-1.42
334520026136513536,0.4967615,4.66571,-1.42
1269016330339587456,0.5529746,4.96471,-1.42
1490022118892816128,0.495063,4.65487,-1.42
1493199741856740096,0.5195361,4.79151,-1.42
1517315124230980224,0.6478119,5.4714,-1.42
1601294241811866240,0.5843467,5.13269,-1.42
1766981882384023552,0.6271413,5.36558,-1.42
1777803821285257472,0.488395,4.62099,-1.42
1916913349533831296,0.5525353,4.96475,-1.42
2761681636529462144,0.4937822,4.65193,-1.42
3835399717949899008,0.5016704,4.69318,-1.42
3868290195250135808,0.5898012,5.16324,-1.42
3893984446257120640,0.576151,5.09435,-1.42
4369972169615101824,0.5405915,4.8994,-1.42
4465782066669535232,0.5392516,4.89127,-1.42
4574245727654504704,0.5138522,4.76117,-1.42
5182030638517756416,0.4926562,4.64621,-1.42
625636272417264768,0.5822997,5.13265,-1.41
721399204006041984,0.5000402,4.69251,-1.41
755036765098123648,0.4875717,4.62356,-1.41
833209915825908992,0.5580991,5.00174,-1.41
949542334852259072,0.4915068,4.64593,-1.41
1173845833654557696,0.5436377,4.92353,-1.41
1356600128073561088,0.6688297,5.59501,-1.41
1531435911547268224,0.5246281,4.82348,-1.41
2721431367694742656,0.4766425,4.56408,-1.41
3389719654659451392,0.5002921,4.69313,-1.41
3604450388616968576,0.6150825,5.305,-1.41
3656320197549758592,0.5995299,5.21992,-1.41
3715878131086435328,0.6112375,5.28554,-1.41
3743207454668035072,0.588856,5.16726,-1.41
3833015598783664512,0.561371,5.02058,-1.41
3859493415032982400,0.5159148,4.77385,-1.41
4010205608452016768,0.5344786,4.87853,-1.41
4421376120621796992,0.526786,4.83376,-1.41
4422506491589603200,0.581476,5.12614,-1.41
4457558441248856192,0.5713162,5.07466,-1.41
702294777158642688,0.5217414,4.81547,-1.4
1155456089363098240,0.5835088,5.14484,-1.4
1267531955282498688,0.5617642,5.03105,-1.4
1268461626723510784,0.5789244,5.12258,-1.4
1286675414798601984,0.5588778,5.01464,-1.4
1500489435229902848,0.5450739,4.93656,-1.4
1532419076805906816,0.5274895,4.84384,-1.4
1581128854960930560,0.5802515,5.12383,-1.4
1664425210180972928,0.5035675,4.72015,-1.4
3673525286781841792,0.5301317,4.86043,-1.4
3740895765829605888,0.5581269,5.00914,-1.4
4593112037219674368,0.5771178,5.11194,-1.4
5181800187752449664,0.5422817,4.9265,-1.4
6787617919184986496,0.5869109,5.16431,-1.4
385100374216418176,0.4941481,4.67391,-1.39
582364034528745728,0.5653977,5.05207,-1.39
655466508212182144,0.6139596,5.3115,-1.39
686327256981818752,0.5974365,5.22844,-1.39
696661017016324736,0.5358184,4.8941,-1.39
725344281791048704,0.511146,4.76236,-1.39
878974785229882880,0.5953917,5.21191,-1.39
901916026622863872,0.5721426,5.09032,-1.39
1256186300953476608,0.5784873,5.12178,-1.39
1331360254542953088,0.5675932,5.06899,-1.39
1334980602736047872,0.5768695,5.11756,-1.39
1427478770768564864,0.5820409,5.14465,-1.39
1489614955993536000,0.5322688,4.87719,-1.39
1513026101169244160,0.5865493,5.16788,-1.39
1875977088521447424,0.4758323,4.57908,-1.39
2104473677999021312,0.5616979,5.03846,-1.39
2111008487918355712,0.6241448,5.36503,-1.39
2549930712225323520,0.5426338,4.93371,-1.39
2661726168319303936,0.6295654,5.39447,-1.39
2721814611921458560,0.5305152,4.87115,-1.39
2732532930441921152,0.5256603,4.8415,-1.39
2860918848769135104,0.4906255,4.65587,-1.39
3165451099710226304,0.6003618,5.2435,-1.39
3892442587358118144,0.4771832,4.58322,-1.39
3935391779281053696,0.5730081,5.09824,-1.39
3952144041521090048,0.5424834,4.93188,-1.39
3987527352199426944,0.5831491,5.15154,-1.39
4006439467593238144,0.6660074,5.59486,-1.39
5412243359495900928,0.5735097,5.1005,-1.39
364465362757049600,0.5648229,5.05676,-1.38
703823922954837888,0.602983,5.26244,-1.38
754790341349481984,0.4932957,4.67973,-1.38
812833491461519488,0.5787761,5.13077,-1.38
841806413126727424,0.6078694,5.28708,-1.38
1156402871953811968,0.5302425,4.87317,-1.38
1220686987506660608,0.6089178,5.29635,-1.38
1289219787784602240,0.4953264,4.68732,-1.38
1368903285232020736,0.4823275,4.61549,-1.38
1467130218083616512,0.5518834,4.99138,-1.38
1503869299613843200,0.6260317,5.38585,-1.38
2470566794701936128,0.483107,4.62228,-1.38
2554575083700694656,0.5210952,4.82474,-1.38
2570431243963878016,0.4695967,4.54914,-1.38
2620151434649871232,0.6044748,5.26757,-1.38
3686046284680810752,0.572267,5.09539,-1.38
3919205971688248192,0.5705659,5.08712,-1.38
3936916973707946752,0.5651885,5.06116,-1.38
4564664823847668992,0.5494242,4.97391,-1.38
4650753556351652864,0.5588341,5.0264,-1.38
291053273472334848,0.6516067,5.52832,-1.37
741612041655687296,0.5751751,5.11981,-1.37
855031751302381056,0.5242508,4.84944,-1.37
1193531627277558272,0.4873401,4.65304,-1.37
1570539733352225792,0.5532008,5.00161,-1.37
1877171707905220864,0.5035581,4.73958,-1.37
1925406252226143104,0.6169011,5.34178,-1.37
2729023461124843648,0.8387756,6.53066,-1.37
3079814330909986560,0.5615033,5.04815,-1.37
