Name,Period,phi31_V,[Fe/H]_V
3380711596410988160,0.5942718,5.22256,-1.37
3651131121142341376,0.5267321,4.8616,-1.37
3688873537096974464,0.588609,5.19007,-1.37
3746457233082465536,0.5967875,5.23825,-1.37
3895898245028670464,0.5635422,5.05772,-1.37
3922374592400561664,0.5521256,4.99892,-1.37
3965486615124093312,0.5239491,4.84568,-1.37
4550557402469209344,0.5490228,4.98412,-1.37
725405446420276992,0.5844705,5.18048,-1.36
933035259409949440,0.4707967,4.56963,-1.36
1228706855380460288,0.5934031,5.22374,-1.36
1234009254500316928,0.5237668,4.85705,-1.36
1288239126489900928,0.5823669,5.16812,-1.36
1375468537881170560,0.5295486,4.88785,-1.36
1383259883433503872,0.5756002,5.12836,-1.36
1465883234457827968,0.5134486,4.80098,-1.36
1582948993381586560,0.5962572,5.23733,-1.36
1628747982005703296,0.531856,4.89421,-1.36
2127837544175283072,0.5657716,5.07681,-1.36
2514620480414583808,0.465636,4.54061,-1.36
3162410365946108288,0.6019395,5.27185,-1.36
3346560524735028096,0.5555952,5.02166,-1.36
4434428908488644352,0.6499265,5.52572,-1.36
5017575447402248448,0.5335815,4.90793,-1.36
599099323058438016,0.552523,5.01729,-1.35
617671689358430976,0.5710587,5.11601,-1.35
649257944006486016,0.5461983,4.98013,-1.35
706120081189906816,0.5823273,5.17487,-1.35
814436815636834944,0.5621129,5.06713,-1.35
877560710196570752,0.6296392,5.42464,-1.35
888212366529900416,0.5145639,4.81433,-1.35
1028585263700091648,0.4651886,4.54571,-1.35
1275950434784981632,0.5655615,5.08093,-1.35
1392686889971114368,0.521501,4.85022,-1.35
1476301553808173824,0.6297314,5.42972,-1.35
1552437099034888704,0.4890103,4.67453,-1.35
1590385677714932224,0.527529,4.87933,-1.35
1790422332121191168,0.490722,4.68423,-1.35
2515376360298946048,0.6192616,5.37242,-1.35
2536827282401261568,0.5270169,4.87759,-1.35
3229907112734747904,0.4930557,4.69447,-1.35
3637904408576760576,0.46687,4.55882,-1.35
3834057042453573632,0.5433371,4.96756,-1.35
3994930643162883840,0.4663581,4.55505,-1.35
5763401599296742016,0.5941942,5.2372,-1.35
99384413653590400,0.5799291,5.1643,-1.34
580485518912334464,0.5769314,5.14999,-1.34
798129516305107968,0.4934866,4.70372,-1.34
851446175164687744,0.6006303,5.27766,-1.34
874087932784253568,0.5587331,5.05415,-1.34
1051463214456622464,0.5915488,5.23078,-1.34
1187372365001775744,0.5990852,5.26787,-1.34
1232668778027306880,0.5702532,5.11903,-1.34
1277992124794074240,0.5486375,4.99876,-1.34
1448196627852164736,0.5664352,5.0941,-1.34
1465718479512218240,0.5413785,4.96167,-1.34
2048461257153208064,0.6344374,5.45703,-1.34
2706466666547909376,0.6986583,5.8029,-1.34
2731562439631794048,0.5595736,5.06059,-1.34
2848361463906789632,0.5561484,5.03849,-1.34
3809129086627438336,0.5911161,5.22581,-1.34
4018695968521795200,0.6167329,5.36307,-1.34
4357743779246715520,0.514996,4.8184,-1.34
4428578372755315200,0.583452,5.1868,-1.34
5518526895074787328,0.55989,5.06131,-1.34
338873714225489280,0.5540055,5.03436,-1.33
578526532789233152,0.4804687,4.64587,-1.33
803938820349448576,0.5545331,5.03999,-1.33
919138811120012032,0.4860633,4.67236,-1.33
932425515788409472,0.6242793,5.41363,-1.33
1015351954065302016,0.5014505,4.75655,-1.33
1165903923728610304,0.5887942,5.22302,-1.33
1197500245782607488,0.5736109,5.13752,-1.33
1257263513111088896,0.6282435,5.4323,-1.33
1383517684550224384,0.4722369,4.6026,-1.33
1493766849338561152,0.5320997,4.91856,-1.33
1657603221567561344,0.5196389,4.85439,-1.33
2507300065140347648,0.5134151,4.82228,-1.33
2545482294337969408,0.6318798,5.45272,-1.33
2716342381204489472,0.6968106,5.79792,-1.33
3697444371970657792,0.475731,4.61786,-1.33
3713828229095266944,0.590906,5.2359,-1.33
3714258378659874688,0.6649481,5.62979,-1.33
3796661032789738240,0.5244009,4.87734,-1.33
3956737216986200448,0.5416393,4.97068,-1.33
4375193441097577600,0.5537385,5.03787,-1.33
4571184790362240384,0.4782549,4.63459,-1.33
685828387940782592,0.5027191,4.77149,-1.32
723733978292583552,0.5195185,4.85756,-1.32
742472577007723264,0.606152,5.32299,-1.32
759181825150391168,0.583082,5.19812,-1.32
810261733763836032,0.511541,4.81753,-1.32
973701697691443840,0.5397657,4.96868,-1.32
1112081420800815744,0.4722073,4.60487,-1.32
1153395398414295936,0.6034227,5.30389,-1.32
1380689946802352256,0.5665196,5.11265,-1.32
1562774947877757312,0.5246131,4.88786,-1.32
2105004192359662336,0.4737148,4.61126,-1.32
2766950908567625728,0.6263233,5.4314,-1.32
3135957559291430144,0.5934169,5.25326,-1.32
3583739339056745472,0.5062991,4.78898,-1.32
3646214517459761408,0.543006,4.98712,-1.32
3698094904897487488,0.5659516,5.10692,-1.32
3901756893953872000,0.485794,4.68125,-1.32
3916576352191282560,0.6482116,5.54792,-1.32
4354810213504136064,0.5625037,5.09125,-1.32
4356503461416048896,0.6071753,5.32362,-1.32
6899497625357201152,0.5567977,5.06142,-1.32
682968523837145856,0.4575909,4.53857,-1.31
805774832971817856,0.4671254,4.58788,-1.31
1212145122185127040,0.5084522,4.80911,-1.31
1221957816788971136,0.5321939,4.9308,-1.31
1261627715280176256,0.4745221,4.62913,-1.31
1341921888361473536,0.539093,4.96947,-1.31
1475412392498476928,0.5376536,4.963,-1.31
1523981909906335744,0.4796094,4.64987,-1.31
1601433845428847360,0.6510243,5.5687,-1.31
1666027610939665536,0.5018712,4.77196,-1.31
2426546197415834496,0.5236037,4.88721,-1.31
2784222380812820992,0.5256898,4.902,-1.31
3079170773010478208,0.5059386,4.79024,-1.31
3266871942040897664,0.5704143,5.13961,-1.31
3848564853568447360,0.5340239,4.94271,-1.31
4544683192877427328,0.52595,4.89955,-1.31
6529664829085975808,0.5948778,5.26997,-1.31
19606736160298112,0.5465583,5.01736,-1.3
667520041870220928,0.4965595,4.74845,-1.3
728183083375384320,0.4984608,4.75927,-1.3
1031936987458571136,0.5893698,5.2436,-1.3
1189332248773963136,0.5881252,5.24008,-1.3
1200715110403331328,0.5815601,5.20424,-1.3
1250668539288365440,0.4727496,4.62646,-1.3
1392808420365813888,0.5057616,4.80178,-1.3
1404633908440952320,0.5718019,5.15211,-1.3
1448549399286282880,0.5735559,5.15836,-1.3
1476410508539080192,0.6079951,5.34552,-1.3
1556130805269023616,0.5453564,5.01287,-1.3
2827206172994041600,0.5275708,4.91774,-1.3
3458411334367329280,0.4851918,4.68822,-1.3
3460867849501581824,0.5871478,5.23705,-1.3
3801694189000785152,0.5541417,5.0599,-1.3
3827707087925345280,0.5048189,4.79549,-1.3
3917424110015815168,0.5090045,4.81474,-1.3
4490995861160554752,0.5373106,4.97058,-1.3
4549378313688067712,0.5543312,5.06135,-1.3
619162519751422336,0.5755763,5.18206,-1.29
1038663593438969856,0.511442,4.83917,-1.29
1288581796160236288,0.6300974,5.47327,-1.29
1372308610182026496,0.4887276,4.71412,-1.29
1381110853597060224,0.4889126,4.71683,-1.29
2780868251873599104,0.5331459,4.95326,-1.29
3071861043616052096,0.4831023,4.68325,-1.29
3652010691788970368,0.4781122,4.66193,-1.29
3895011493197247872,0.5784438,5.19664,-1.29
4001852412457254528,0.5467542,5.02777,-1.29
4425893262283627264,0.476762,4.64859,-1.29
4434565316650180096,0.4648285,4.58646,-1.29
4452806111475874048,0.5710675,5.15586,-1.29
302678959668782464,0.531517,4.95214,-1.28
372893634780423936,0.6003889,5.32049,-1.28
854705196349564672,0.6364713,5.51335,-1.28
1013015320057610752,0.5596454,5.09911,-1.28
1024983504126028800,0.4958361,4.76018,-1.28
1231809612769538304,0.6300388,5.47897,-1.28
1280132014939378176,0.5228211,4.90354,-1.28
1378254769064642176,0.6063301,5.35408,-1.28
1399666452345333504,0.5779605,5.20155,-1.28
1767785006908714752,0.4488595,4.51072,-1.28
2663260433716611584,0.5362667,4.97876,-1.28
3645161631996674432,0.5543523,5.07594,-1.28
3738069093233344640,0.4937395,4.74979,-1.28
3906179919995090432,0.5362457,4.97305,-1.28
4032078536860546304,0.5175357,4.87571,-1.28
4439381899134464768,0.5064222,4.81676,-1.28
224381087391704448,0.6176953,5.42012,-1.27
364780987018911488,0.4870748,4.72011,-1.27
738759083859193600,0.5573202,5.09276,-1.27
781687797378913280,0.5250262,4.92461,-1.27
1321141977590168448,0.6305435,5.48845,-1.27
1345974550782439040,0.5167301,4.8798,-1.27
2494505086983082624,0.5001886,4.78956,-1.27
2725407648417213696,0.4669625,4.61694,-1.27
2836319230306694272,0.5166186,4.87695,-1.27
3562990042811795712,0.5732981,5.17885,-1.27
3945610468551775616,0.5982723,5.31519,-1.27
100236118552751488,0.4716042,4.64774,-1.26
218513612308131712,0.6041025,5.35041,-1.26
246756973652292992,0.4893055,4.73908,-1.26
305449935129519872,0.5105091,4.85179,-1.26
598640581895695744,0.4903277,4.7467,-1.26
680377898347913984,0.5586153,5.11224,-1.26
975908314449180672,0.6193811,5.43505,-1.26
1389433469424654848,0.5561864,5.09787,-1.26
1508788338541376512,0.6389379,5.53783,-1.26
1786827307055763968,0.5472394,5.05221,-1.26
2117671390944332032,0.5890667,5.27431,-1.26
2689942827848501888,0.5122123,4.86295,-1.26
2725936547870270464,0.5469624,5.04655,-1.26
2777915856993790976,0.5653538,5.14827,-1.26
3097862539404222336,0.5195085,4.89857,-1.26
3223838877996707072,0.4733781,4.65537,-1.26
3939750415172966016,0.6009198,5.33427,-1.26
4391165153160559360,0.5189828,4.89717,-1.26
4560738880145595008,0.5214782,4.90922,-1.26
163520404373718528,0.5400148,5.01966,-1.25
435993198353915264,0.6020948,5.34578,-1.25
605325376369535488,0.5602977,5.12638,-1.25
660329819939258240,0.4858385,4.73038,-1.25
1278880014793048576,0.5281461,4.95644,-1.25
1442177385806227712,0.5543262,5.09304,-1.25
2153479357923467136,0.5288832,4.9617,-1.25
2659818378206255872,0.5880984,5.2771,-1.25
3894152877694572800,0.491028,4.75331,-1.25
4026678869616430976,0.6103121,5.38997,-1.25
4452550165785651200,0.6829627,5.77856,-1.25
4461917764336487296,0.5370408,5.00146,-1.25
5058670209887423616,0.4964436,4.78675,-1.25
6340906960661878784,0.5538878,5.09411,-1.25
56418248020888576,0.4636651,4.61457,-1.24
166891403944921344,0.5712205,5.1935,-1.24
635304797851431424,0.5559859,5.11028,-1.24
669367839880113920,0.5167567,4.90324,-1.24
701046212985161856,0.6078756,5.38688,-1.24
841002807565897088,0.5930025,5.30756,-1.24
870574237219245824,0.4801639,4.70399,-1.24
1193183528770580224,0.5025856,4.82507,-1.24
1418837846324865664,0.477029,4.68496,-1.24
1505063712839463168,0.6886633,5.81823,-1.24
1594510426867418880,0.5577705,5.11942,-1.24
1661876095551213440,0.5716488,5.19083,-1.24
1688286089972815232,0.5083869,4.8576,-1.24
2850575158770188672,0.770413,6.25391,-1.24
3308112870853841408,0.5703714,5.18798,-1.24
3599798015617968896,0.5233828,4.93245,-1.24
3722598380514921344,0.4713801,4.65576,-1.24
3724942917262557056,0.63965,5.55497,-1.24
3857625241698289920,0.6062522,5.38075,-1.24
3867406638873432704,0.5269133,4.95534,-1.24
3904579855698311808,0.5794358,5.23164,-1.24
4471882393403103232,0.6572916,5.64876,-1.24
610579392683347968,0.5431499,5.05002,-1.23
620155005089251072,0.6141399,5.42808,-1.23
667384110449409024,0.4546807,4.5795,-1.23
911929107217841024,0.5789636,5.23909,-1.23
1382923394219597824,0.6113396,5.41292,-1.23
2981136563934324224,0.5872504,5.28723,-1.23
3393783106037344128,0.6127732,5.42051,-1.23
3702715465073616640,0.6673318,5.70824,-1.23
4426629350958512128,0.4735499,4.67543,-1.23
4477807180531896960,0.6145622,5.43104,-1.23
4558580298300042240,0.5189634,4.92076,-1.23
699138629030122880,0.5023231,4.83911,-1.22
723526518487584768,0.4690775,4.6599,-1.22
804188959250536960,0.718074,5.99248,-1.22
1287947790267071488,0.5643332,5.16638,-1.22
1356816216468456576,0.5324631,4.99682,-1.22
3091497226072560384,0.5555154,5.11991,-1.22
3135576922111239680,0.536643,5.01892,-1.22
3195906094331031936,0.4731811,4.68416,-1.22
3339548045731012096,0.5872279,5.28759,-1.22
3877887905263696384,0.4722583,4.67841,-1.22
4004791853715630208,0.6324902,5.53447,-1.22
4006482868238784512,0.5619348,5.15814,-1.22
4386510954799061376,0.5568736,5.12724,-1.22
4499105274811605120,0.5692039,5.19202,-1.22
5300859361264345600,0.5410774,5.0459,-1.22
5384505910934827392,0.6045008,5.38204,-1.22
598452535342949760,0.5261872,4.97066,-1.21
828495278684213888,0.5909719,5.31635,-1.21
1203269005333170688,0.4471917,4.5524,-1.21
1227381948163924224,0.6226433,5.48691,-1.21
1261882836337495680,0.6526897,5.64912,-1.21
1514197596448455680,0.5746414,5.23203,-1.21
2102990574253407744,0.456506,4.59972,-1.21
2130965517317557760,0.4802845,4.72947,-1.21
2559053875596774784,0.6466693,5.61704,-1.21
2853997113834428928,0.4509677,4.56943,-1.21
3079121123188535168,0.4694226,4.66716,-1.21
3376253420360404992,0.5608019,5.15601,-1.21
3658213281694833152,0.443981,4.53112,-1.21
3689286889045335424,0.4695911,4.66853,-1.21
4405319819179316864,0.5383286,5.03788,-1.21
4405506839239931648,0.5984612,5.35832,-1.21
339226069047188992,0.5303729,5.00263,-1.2
677849708798288640,0.4856371,4.76403,-1.2
780156482623646080,0.6356829,5.56406,-1.2
831149362321128704,0.5084305,4.88414,-1.2
831981142861136512,0.5193832,4.93922,-1.2
1316307493682550272,0.5269936,4.98294,-1.2
1397737561056686080,0.5281755,4.99186,-1.2
2049701093950174848,0.5633618,5.17658,-1.2
2716068156132632448,0.5458623,5.08681,-1.2
2843818522379901696,0.4961925,4.81635,-1.2
3664762724568601600,0.6405874,5.59223,-1.2
3667431518462639360,0.5641882,5.18077,-1.2
3891787828184023168,0.4627804,4.64176,-1.2
3966923023986635264,0.5086261,4.88331,-1.2
4376822951691897344,0.6282191,5.52041,-1.2
4417922490174733696,0.4677528,4.66821,-1.2
5768557209320424320,0.5425731,5.06397,-1.2
6185171618307957760,0.6270283,5.52027,-1.2
6625215584995450624,0.5467569,5.08885,-1.2
291192842729858176,0.5256737,4.9813,-1.19
975524000775859328,0.5435046,5.07657,-1.19
1165706939348752512,0.5546688,5.13818,-1.19
1593176959781266688,0.4639599,4.6516,-1.19
2643929228298954752,0.5159827,4.9344,-1.19
2677321675607428352,0.5833566,5.29254,-1.19
3589673334592264064,0.4888521,4.78636,-1.19
4387019478928545664,0.607388,5.41654,-1.19
4456434293688263296,0.526055,4.98809,-1.19
4550192192810041728,0.5369588,5.04347,-1.19
247902011931116544,0.5306175,5.01559,-1.18
303241359867267584,0.4567886,4.6245,-1.18
1335006853576155520,0.5786081,5.27083,-1.18
1379989626614361088,0.6083925,5.4333,-1.18
1458709470844031232,0.5592146,5.17003,-1.18
1729928306168699520,0.4952058,4.82965,-1.18
2095881922341513856,0.5702024,5.22532,-1.18
2688440280785515392,0.4806694,4.75291,-1.18
3599980289734421504,0.5707907,5.23323,-1.18
3981758871818873600,0.5143571,4.93111,-1.18
4014619804039885440,0.4683135,4.68371,-1.18
4405163100115908736,0.5409591,5.07291,-1.18
6228527109841896576,0.6171011,5.48079,-1.18
379114396692108928,0.6346319,5.58249,-1.17
1314730656569078144,0.6146242,5.47118,-1.17
2512732614654191616,0.4962957,4.84079,-1.17
3379937093550342528,0.5236625,4.98842,-1.17
3479598373678136832,0.5679779,5.22139,-1.17
3679101219484067840,0.4747801,4.72444,-1.17
3877563064001958912,0.6113258,5.45223,-1.17
3879467422436889600,0.4628776,4.66051,-1.17
687176865936311040,0.495734,4.84284,-1.16
977925845270156160,0.4684313,4.70055,-1.16
1240495926427931648,0.618745,5.49831,-1.16
1274654144933196160,0.4936916,4.83171,-1.16
1424864540139020800,0.571597,5.24948,-1.16
1510510418565672448,0.4974171,4.85061,-1.16
1738832013891215616,0.5043308,4.89201,-1.16
3845183133759274624,0.5575448,5.17391,-1.16
3919273797811740672,0.5892814,5.34532,-1.16
3998362626974824576,0.5041093,4.89136,-1.16
3998854937600903680,0.5894692,5.3441,-1.16
4003889532625084288,0.4621511,4.66539,-1.16
4022618712476736896,0.5576461,5.17595,-1.16
5806921716937210496,0.5825586,5.30806,-1.16
948304009882117504,0.5367996,5.07198,-1.15
1200009193875719296,0.4760721,4.74779,-1.15
1204623912896198656,0.4719763,4.72694,-1.15
1340740360037954944,0.5281373,5.02143,-1.15
1683444631038133248,0.5696623,5.24923,-1.15
1752256535472821504,0.4765913,4.74995,-1.15
3657592534366424960,0.5698677,5.24947,-1.15
3874351016875298176,0.469574,4.71037,-1.15
4536731559150086656,0.5778198,5.28723,-1.15
81849505293213440,0.6044532,5.43998,-1.14
1009665142487836032,0.5974191,5.4035,-1.14
1082560426946891776,0.5715749,5.26173,-1.14
1229973600149795456,0.5362172,5.07209,-1.14
1373009239607944832,0.8606082,6.80663,-1.14
1769487394506137856,0.5600921,5.20225,-1.14
3401351731766881536,0.6344881,5.60221,-1.14
3697543396736371456,0.5041862,4.90228,-1.14
3940418398550912512,0.5989242,5.41213,-1.14
4438898560694250496,0.5831928,5.32201,-1.14
752203224849281152,0.6143803,5.50093,-1.13
1312842692024955904,0.5281227,5.04152,-1.13
1572446904990201728,0.4538522,4.64355,-1.13
1688279046226445312,0.5157553,4.97155,-1.13
3231546042191257728,0.610024,5.47692,-1.13
3746641951035868544,0.5341206,5.07303,-1.13
4375522225138690560,0.598214,5.41595,-1.13
4467433017738606080,0.4553614,4.6474,-1.13
5176548537965653120,0.510607,4.9465,-1.13
786947586134743936,0.4728752,4.74901,-1.12
1452525817447591936,0.5762371,5.30284,-1.12
1489387906842053760,0.4848924,4.81794,-1.12
2638915012894951936,0.4694051,4.73096,-1.12
3400710407250345600,0.4547178,4.65376,-1.12
3449832566691979904,0.5535765,5.18067,-1.12
3830552761456831232,0.4815995,4.79926,-1.12
4002458140284659072,0.4878189,4.8335,-1.12
4574358633754809984,0.468467,4.72779,-1.12
5658175901276326912,0.4837271,4.80997,-1.12
912445121769803136,0.5542253,5.19502,-1.11
913462582341271040,0.6315991,5.6041,-1.11
1046417830474160768,0.6122141,5.50263,-1.11
1372764632629278208,0.4794216,4.79131,-1.11
1786741240207016320,0.5758526,5.30942,-1.11
3203519662598112256,0.6126374,5.50667,-1.11
3715995641391944960,0.4900765,4.84978,-1.11
3765574712337027456,0.5377182,5.10247,-1.11
3789677106728873088,0.4708209,4.74966,-1.11
3952447609809676032,0.4831437,4.81549,-1.11
4406921464023735168,0.5909292,5.39123,-1.11
4547614761457760128,0.6067902,5.47297,-1.11
4574002151468939264,0.5297547,5.05963,-1.11
335413001377399296,0.461757,4.70844,-1.1
816624641913242240,0.4842562,4.82564,-1.1
1188229984071663488,0.5187922,5.00883,-1.1
1260564521895678208,0.535229,5.09559,-1.1
1392591850935130880,0.5099978,4.96431,-1.1
1423201017701436544,0.5129906,4.98082,-1.1
1453588392356674816,0.5409419,5.13051,-1.1
1479635925899133440,0.63952,5.65516,-1.1
2630031989734591744,0.4652289,4.72433,-1.1
2689556491246048896,0.459305,4.69061,-1.1
2717397843647702016,0.5624765,5.24545,-1.1
2731478773668743936,0.5660927,5.25912,-1.1
3406613582100606464,0.4276521,4.5259,-1.1
3786836110417682944,0.6285323,5.59884,-1.1
3855736250657366400,0.4846327,4.82862,-1.1
3873691275538903040,0.6386169,5.65018,-1.1
4373706214180770944,0.5139032,4.98088,-1.1
4467451022240787584,0.5361624,5.10505,-1.1
5014374081858244608,0.5927255,5.40133,-1.1
106337278511338880,0.5582037,5.22818,-1.09
322910282858325888,0.4733952,4.77347,-1.09
352277310724030208,0.5752776,5.32141,-1.09
1065681068034602112,0.4698463,4.75549,-1.09
1308772574857190912,0.6324434,5.6205,-1.09
1388070075006495104,0.5733578,5.30965,-1.09
1770242651619096704,0.5445007,5.15752,-1.09
2547549857234790656,0.5709878,5.29722,-1.09
2828497068363486720,0.6410054,5.6689,-1.09
2856474279171344512,0.5450927,5.15603,-1.09
3744190177544599552,0.5987817,5.44361,-1.09
3869397197301465984,0.5707743,5.29713,-1.09
3900214554018128128,0.5094161,4.97025,-1.09
3938654442597820160,0.4917183,4.87397,-1.09
3944929149299278976,0.4689137,4.75337,-1.09
4545996422077523072,0.5395261,5.12951,-1.09
240950418382889856,0.5398247,5.1342,-1.08
377004021562940928,0.4854245,4.84271,-1.08
632530794438571008,0.4550214,4.68206,-1.08
725424962751669376,0.4723253,4.77641,-1.08
1143864728546769024,0.4903885,4.87284,-1.08
1183706283996839680,0.6045295,5.48483,-1.08
1190407571145745024,0.5059323,4.95423,-1.08
1228339038676252672,0.5241231,5.05027,-1.08
1278291672993263488,0.549695,5.18535,-1.08
1876412082809075456,0.4958159,4.90035,-1.08
3910837176372087168,0.6174521,5.54843,-1.08
4013811216316981632,0.5562925,5.22753,-1.08
4427105439491336320,0.5964514,5.43622,-1.08
5151789464548893184,0.6234243,5.58294,-1.08
795646161917812864,0.5525136,5.21118,-1.07
1294945666381185792,0.4643711,4.74225,-1.07
1295734256736533632,0.6260135,5.60548,-1.07
1315066832249489664,0.4757291,4.80096,-1.07
1416405692244486784,0.4375946,4.59956,-1.07
1918020828324239872,0.4666113,4.7533,-1.07
2558296724402139392,0.553021,5.21574,-1.07
2831758151133154816,0.5556591,5.22824,-1.07
3201175430791113600,0.6305603,5.62527,-1.07
3362793989285136512,0.5597087,5.2496,-1.07
3565562998804647680,0.4537408,4.68645,-1.07
3725927044593226624,0.547671,5.18196,-1.07
3939858682708171776,0.5065393,4.96315,-1.07
3952850134144617216,0.4969092,4.91248,-1.07
3965612234327712128,0.4985824,4.92188,-1.07
4006809938588295296,0.5270751,5.07761,-1.07
4427220475895776256,0.5993091,5.46305,-1.07
4533487621901059072,0.5362601,5.1266,-1.07
5355313117668352,0.4945746,4.90759,-1.06
807666474005693696,0.5811493,5.36973,-1.06
834731365039417856,0.4746598,4.80207,-1.06
949914244660427136,0.6177182,5.56488,-1.06
1154932172072449280,0.4813703,4.83488,-1.06
1613892446042896256,0.4878831,4.87034,-1.06
1622238976248296704,0.6126961,5.53936,-1.06
3688390031154287360,0.4568123,4.70361,-1.06
3702114925566431872,0.5609105,5.26598,-1.06
3903698975085804672,0.5000744,4.93915,-1.06
3926623380208659840,0.4610752,4.73121,-1.06
4006720156591860992,0.4691499,4.7755,-1.06
4428714368600019072,0.509438,4.98548,-1.06
4447301440873846144,0.6113085,5.53293,-1.06
595370015839595648,0.6228242,5.59768,-1.05
751344983008723200,0.5820608,5.38341,-1.05
777128427600786176,0.5626321,5.27775,-1.05
1453844750364714496,0.5628202,5.27983,-1.05
1502318747700390528,0.6105339,5.5343,-1.05
1595323236542050432,0.4626028,4.74771,-1.05
2052162282013412992,0.4869892,4.87377,-1.05
2080455705486937728,0.5331895,5.12385,-1.05
3647211602707158144,0.4837387,4.86076,-1.05
3691140150253757440,0.5069269,4.97845,-1.05
3722337005985307392,0.4960534,4.92157,-1.05
3862138157110295936,0.5338953,5.12753,-1.05
4417610194512953216,0.46099,4.73628,-1.05
703542447977629184,0.5020008,4.96131,-1.04
767240661266672640,0.5849101,5.40602,-1.04
963838597353646848,0.6161674,5.57412,-1.04
1222579006498261376,0.4539945,4.70589,-1.04
1406343202345194496,0.4817537,4.851,-1.04
2538463596221422976,0.4516565,4.69313,-1.04
3681313986635168512,0.5960597,5.46168,-1.04
3702633139140382720,0.4552464,4.71393,-1.04
3829785405419865856,0.513952,5.0239,-1.04
4029682082548204160,0.4604054,4.73934,-1.04
4410660284597524992,0.4896116,4.89683,-1.04
4412750868516623104,0.489412,4.89191,-1.04
4419431432444639360,0.5827415,5.39656,-1.04
4435727053763756288,0.6043075,5.50647,-1.04
97582348455500928,0.5091043,5.00559,-1.03
813915445262890624,0.4819265,4.86152,-1.03
878478252649667840,0.4528556,4.70373,-1.03
1232888199316530176,0.4886934,4.89769,-1.03
1233503444791838976,0.4619539,4.75826,-1.03
1290953133502546176,0.4569324,4.72775,-1.03
1378452887316066688,0.6261901,5.63364,-1.03
1400667282804534656,0.4777533,4.83649,-1.03
1920029812163735680,0.5124798,5.02435,-1.03
2535351527342946048,0.5629811,5.29581,-1.03
2712668053862524544,0.6248914,5.62215,-1.03
3700131612748704000,0.5429949,5.18641,-1.03
3899316042564360576,0.4852403,4.88163,-1.03
4034267492712585088,0.5018569,4.96771,-1.03
4404271469201055104,0.4999982,4.95518,-1.03
630421935431871232,0.4523987,4.71485,-1.02
655297522725970048,0.4915596,4.92029,-1.02
739029628143831552,0.4614096,4.76284,-1.02
1403797832926731008,0.6222907,5.61725,-1.02
2153573641045346304,0.5023565,4.98051,-1.02
2733487787571599616,0.5117187,5.02917,-1.02
3666638289542772608,0.4468495,4.68155,-1.02
3734740905896257024,0.6408773,5.71682,-1.02
3793333296424869504,0.5818606,5.40491,-1.02
3811525128622981504,0.5882488,5.4357,-1.02
4014556788279733888,0.4618949,4.76321,-1.02
926807629846178432,0.4529597,4.72182,-1.01
1283897842264023168,0.4469265,4.68871,-1.01
1566835856634396928,0.5378169,5.17422,-1.01
3637407532400259712,0.5398667,5.18815,-1.01
3652308045260541824,0.441521,4.66046,-1.01
3839232130153219456,0.5477921,5.23132,-1.01
4608806161253188992,0.649295,5.76937,-1.01
725958054092901632,0.4805032,4.87868,-1
1391447499848756992,0.5706089,5.35393,-1
3934437093950418432,0.5484007,5.23601,-1
4424043196529335040,0.6181932,5.61377,-1
365776839610672896,0.4872378,4.92008,-0.99
824295419144173952,0.5491142,5.25142,-0.99
936507899382640768,0.5127445,5.05775,-0.99
1212448759193516672,0.6375846,5.72215,-0.99
1218791876134358016,0.4553867,4.74829,-0.99
1229485794944129024,0.4547935,4.74808,-0.99
1457024469272640512,0.4559717,4.74924,-0.99
1483653713185923072,0.5517621,5.26462,-0.99
1753333197875989248,0.4869951,4.91679,-0.99
2131968508140833920,0.6132149,5.58834,-0.99
2622375506154471680,0.4696791,4.82162,-0.99
3697671279389796352,0.4666744,4.81221,-0.99
603633262334365440,0.488105,4.93303,-0.98
1361968115639832960,0.5433061,5.2253,-0.98
1561928427003019520,0.4680672,4.82005,-0.98
3808673747079607168,0.460824,4.78662,-0.98
3915998558830693888,0.4779802,4.87606,-0.98
4455653709154659072,0.5113831,5.0549,-0.98
4985455998336183168,0.510923,5.05253,-0.98
1058912474454034560,0.4627306,4.80112,-0.97
1199073200242543872,0.4955442,4.97967,-0.97
1520324178317374336,0.4416643,4.68976,-0.97
3808139216924686336,0.5433748,5.23437,-0.97
3975665103500073728,0.5664207,5.35537,-0.97
4416806348434219008,0.507171,5.03954,-0.97
4417499762313443328,0.5195584,5.10379,-0.97
6321036891467501952,0.6074441,5.57789,-0.97
1240106871111082752,0.4546375,4.769,-0.96
1307468932023530880,0.6309181,5.70657,-0.96
1347450198466128768,0.4665983,4.82878,-0.96
1380412285756328704,0.4801083,4.90086,-0.96
2679091614450130688,0.6097057,5.59541,-0.96
2869651101397522944,0.5316803,5.17348,-0.96
56170789184333312,0.4552799,4.77871,-0.95
1179022471837224064,0.4354059,4.67246,-0.95
1261150802111646464,0.4956817,4.99135,-0.95
2133132895253493760,0.4363856,4.6787,-0.95
3651860544027855232,0.5407794,5.22911,-0.95
3746724723645452672,0.4646994,4.8269,-0.95
3835586394408315776,0.5667115,5.37185,-0.95
4580684605187562880,0.5253161,5.15074,-0.95
6339366815454005888,0.4555646,4.77825,-0.95
797526743414637056,0.5610776,5.34755,-0.94
1212368082527527680,0.4345623,4.67039,-0.94
2073301252055048704,0.5478568,5.27442,-0.94
2647066929542024960,0.5940328,5.52155,-0.94
2736368851633174016,0.5078409,5.06641,-0.94
